fat,calories,protein,rating,sodium,len_directions,len_ingredients,cluster
10.0,274.0,6.0,3.75,387.0,4,7,0
25.0,300.0,15.0,3.125,251.0,1,4,12
2.0,50.0,7.0,0.0,66.0,5,11,8
513.0,5545.0,153.0,5.0,974.0,7,16,9
5.0,171.0,5.0,0.0,189.0,1,10,11
16.0,255.0,4.0,3.75,456.0,7,12,0
9.0,275.0,4.0,5.0,285.0,6,10,0
11.0,274.0,33.0,3.75,1295.0,4,12,12
17.0,219.0,1.0,4.375,7.0,1,5,0
19.0,635.0,19.0,4.375,24.0,5,7,5
7.0,173.0,1.0,2.5,20.0,3,4,11
61.0,605.0,12.0,4.375,239.0,2,5,12
60.0,718.0,8.0,4.375,179.0,5,15,12
62.0,709.0,30.0,5.0,1534.0,7,10,5
31.0,460.0,34.0,4.375,132.0,4,8,12
7.0,193.0,10.0,3.75,145.0,5,7,0
5.0,119.0,7.0,5.0,29.0,2,14,0
12.0,282.0,4.0,3.125,53.0,4,9,0
43.0,646.0,58.0,4.375,1130.0,4,10,12
65.0,935.0,18.0,5.0,1061.0,8,15,5
6.0,226.0,2.0,4.375,232.0,4,8,0
16.0,343.0,14.0,4.375,422.0,1,8,12
13.0,204.0,6.0,4.375,213.0,3,11,0
130.0,2005.0,109.0,0.0,8470.0,9,16,4
15.0,250.0,6.0,4.375,347.0,3,8,0
23.0,454.0,39.0,4.375,895.0,2,9,12
7.0,101.0,1.0,0.0,57.0,4,13,11
4.0,65.0,1.0,3.75,32.0,5,6,14
1.0,1750.0,1.0,3.75,39.0,4,11,9
26.0,630.0,43.0,4.375,827.0,6,30,8
50.0,682.0,47.0,4.375,150.0,1,8,12
0.0,132.0,0.0,0.0,3.0,4,7,14
3.0,61.0,2.0,4.375,7.0,2,4,14
198.0,2727.0,211.0,3.125,881.0,6,12,9
10.0,231.0,9.0,5.0,252.0,3,11,0
15.0,191.0,3.0,4.375,10.0,1,6,0
39.0,678.0,60.0,2.5,936.0,5,18,12
28.0,349.0,3.0,4.375,366.0,3,11,0
12.0,946.0,18.0,4.375,302.0,3,14,5
1.0,307.0,1.0,4.375,4.0,2,6,14
29.0,449.0,5.0,4.375,48.0,3,7,0
12.0,223.0,8.0,3.75,605.0,4,11,12
64.0,793.0,31.0,5.0,939.0,3,10,12
4.0,229.0,5.0,3.75,58.0,2,5,0
2.0,23.0,1.0,3.75,61.0,3,3,0
45.0,957.0,14.0,3.75,595.0,16,24,8
17.0,228.0,12.0,4.375,347.0,4,15,12
24.0,651.0,5.0,3.75,249.0,4,13,0
0.0,164.0,2.0,0.0,2842.0,1,9,11
6.0,151.0,8.0,3.75,305.0,3,11,0
7.0,310.0,14.0,3.125,1061.0,1,12,12
33.0,306.0,1.0,0.0,195.0,2,4,11
10.0,431.0,14.0,3.125,232.0,1,6,0
74.0,1116.0,46.0,3.75,1110.0,3,9,5
11.0,129.0,1.0,5.0,40.0,1,6,0
18.0,397.0,35.0,4.375,953.0,2,10,12
11.0,200.0,10.0,4.375,528.0,2,3,12
10.0,265.0,4.0,3.75,1768.0,4,7,11
22.0,274.0,9.0,3.125,432.0,5,13,0
0.0,212.0,2.0,4.375,8.0,4,6,14
9.0,157.0,7.0,3.75,436.0,3,6,0
6.0,94.0,1.0,0.0,165.0,5,16,8
13.0,147.0,2.0,4.375,19.0,2,7,0
1.0,38.0,2.0,4.375,99.0,4,5,0
0.0,123.0,1.0,3.125,14.0,3,2,14
4.0,74.0,2.0,3.125,67.0,2,8,0
26.0,415.0,13.0,4.375,983.0,3,9,12
14.0,304.0,5.0,4.375,101.0,5,18,0
10.0,324.0,13.0,4.375,577.0,1,11,12
34.0,392.0,20.0,4.375,542.0,3,4,12
29.0,459.0,41.0,0.0,759.0,6,13,8
36.0,629.0,36.0,0.0,194.0,4,11,8
20.0,201.0,1.0,4.375,163.0,3,9,0
21.0,280.0,7.0,0.0,72.0,8,16,8
23.0,395.0,24.0,5.0,80.0,8,29,8
32.0,529.0,36.0,2.5,122.0,4,9,12
142.0,4562.0,65.0,4.375,862.0,5,21,9
14.0,163.0,2.0,3.75,120.0,1,8,0
5.0,171.0,1.0,5.0,15.0,1,11,0
132.0,2511.0,107.0,4.375,1821.0,4,12,9
20.0,531.0,48.0,3.125,423.0,2,7,12
30.0,607.0,15.0,3.75,49.0,4,7,8
15.0,1312.0,234.0,0.0,8945.0,1,8,4
6.0,105.0,1.0,4.375,37.0,11,13,8
11.0,175.0,10.0,5.0,404.0,3,12,0
1.0,289.0,2.0,5.0,441.0,5,13,0
8.0,236.0,8.0,3.75,169.0,5,7,0
51.0,725.0,11.0,5.0,370.0,5,14,5
5.0,222.0,5.0,0.0,491.0,1,7,11
26.0,364.0,4.0,3.75,724.0,3,6,12
7.0,191.0,5.0,0.0,595.0,3,11,11
19.0,269.0,10.0,3.125,288.0,2,9,0
19.0,273.0,3.0,4.375,62.0,2,4,0
13.0,143.0,5.0,3.75,111.0,5,9,0
14.0,417.0,37.0,5.0,693.0,6,16,12
4.0,1215.0,18.0,0.0,5302.0,3,4,9
5.0,96.0,2.0,4.375,48.0,6,14,0
21.0,245.0,3.0,3.75,12.0,1,5,0
15.0,706.0,43.0,3.75,1048.0,5,13,5
9.0,177.0,3.0,4.375,37.0,5,13,0
1.0,67.0,3.0,5.0,2873.0,1,8,11
21.0,436.0,13.0,3.75,1212.0,3,8,12
1.0,374.0,3.0,0.0,22.0,3,8,14
11.0,199.0,4.0,5.0,317.0,3,12,0
37.0,649.0,59.0,3.75,215.0,1,6,12
18.0,291.0,2.0,4.375,105.0,1,5,0
118.0,1786.0,140.0,4.375,1245.0,4,14,5
94.0,1503.0,117.0,5.0,906.0,7,13,5
16.0,164.0,1.0,4.375,99.0,2,7,0
20.0,432.0,10.0,4.375,1845.0,2,9,5
20.0,475.0,8.0,3.75,255.0,5,15,0
33.0,482.0,12.0,3.75,691.0,10,23,8
7.0,95.0,2.0,4.375,664.0,2,11,12
19.0,176.0,0.0,3.125,68.0,5,17,0
11.0,253.0,5.0,3.75,326.0,2,9,0
28.0,431.0,8.0,1.25,263.0,1,6,11
17.0,183.0,2.0,5.0,165.0,1,4,0
14.0,206.0,3.0,3.75,0.0,3,2,0
7.0,89.0,3.0,4.375,164.0,2,8,0
19.0,346.0,9.0,4.375,512.0,6,7,0
13.0,190.0,10.0,4.375,244.0,2,4,0
10.0,202.0,7.0,4.375,52.0,1,3,0
2.0,195.0,8.0,1.25,428.0,1,6,11
0.0,260.0,1.0,3.125,2.0,3,2,14
12.0,283.0,2.0,4.375,156.0,3,8,0
27.0,504.0,30.0,3.75,1528.0,4,13,12
15.0,544.0,22.0,5.0,97.0,6,7,8
27.0,548.0,5.0,4.375,297.0,4,14,0
28.0,562.0,7.0,5.0,162.0,7,15,0
1.0,166.0,3.0,0.0,128.0,2,7,11
0.0,222.0,0.0,3.75,2.0,1,7,14
35.0,817.0,28.0,3.75,1303.0,1,12,5
0.0,144.0,1.0,3.75,11.0,1,4,14
31.0,473.0,17.0,2.5,662.0,3,12,8
11.0,210.0,5.0,3.75,94.0,12,14,8
3.0,54.0,1.0,3.75,17.0,7,10,14
231.0,3155.0,212.0,4.375,1183.0,4,9,9
1.0,10.0,0.0,0.0,3.0,2,9,14
22.0,391.0,9.0,4.375,128.0,16,11,8
1.0,221.0,2.0,0.0,6.0,4,4,14
21.0,495.0,21.0,4.375,1888.0,4,13,5
47.0,1122.0,77.0,3.75,4731.0,5,8,4
0.0,170.0,0.0,0.0,8.0,2,7,14
12.0,313.0,34.0,4.375,102.0,5,9,12
85.0,851.0,17.0,4.375,427.0,1,6,5
135.0,1685.0,48.0,4.375,2401.0,4,14,5
2.0,580.0,18.0,3.75,1172.0,3,4,5
11.0,251.0,5.0,4.375,161.0,4,16,0
1.0,200.0,1.0,0.0,1.0,2,7,14
32.0,511.0,15.0,4.375,638.0,3,10,12
1.0,439.0,8.0,0.0,13.0,1,2,8
1.0,20.0,2.0,4.375,78.0,2,7,0
1.0,93.0,2.0,3.75,188.0,1,6,0
6.0,73.0,2.0,4.375,112.0,7,5,0
0.0,2.0,0.0,0.0,2377.0,2,7,11
74.0,865.0,7.0,3.75,137.0,1,6,5
33.0,470.0,3.0,0.0,131.0,2,6,11
4.0,200.0,24.0,4.375,577.0,5,11,12
46.0,1702.0,49.0,3.75,566.0,6,12,9
18.0,378.0,43.0,3.75,905.0,1,7,12
25.0,231.0,1.0,4.375,292.0,1,7,0
19.0,168.0,0.0,4.375,118.0,1,7,0
21.0,426.0,32.0,4.375,378.0,4,11,12
21.0,493.0,9.0,3.75,827.0,4,10,5
23.0,261.0,9.0,3.75,251.0,2,9,0
32.0,459.0,37.0,4.375,830.0,4,11,12
27.0,455.0,13.0,3.125,1245.0,9,18,8
3.0,175.0,1.0,0.0,76.0,1,6,11
18.0,603.0,29.0,4.375,599.0,1,9,5
30.0,588.0,13.0,4.375,276.0,7,20,0
11.0,143.0,1.0,3.75,254.0,2,8,0
68.0,805.0,8.0,4.375,33.0,2,17,5
12.0,479.0,6.0,3.75,196.0,3,9,0
26.0,464.0,6.0,3.75,393.0,5,16,0
31.0,619.0,60.0,3.75,4154.0,6,10,4
57.0,1029.0,78.0,4.375,341.0,3,17,5
4.0,250.0,15.0,3.125,933.0,10,11,8
6.0,95.0,1.0,4.375,55.0,8,11,0
16.0,308.0,35.0,3.125,867.0,2,18,8
25.0,671.0,10.0,3.125,71.0,7,12,8
6.0,162.0,18.0,5.0,278.0,1,6,12
24.0,404.0,13.0,4.375,645.0,2,8,12
1.0,15.0,1.0,3.75,57.0,4,9,14
58.0,833.0,65.0,3.75,432.0,6,8,12
66.0,964.0,28.0,5.0,1822.0,9,13,5
35.0,530.0,36.0,4.375,1258.0,5,11,12
8.0,209.0,5.0,4.375,77.0,2,6,0
18.0,237.0,16.0,3.75,261.0,2,5,12
13.0,147.0,2.0,4.375,128.0,1,11,0
20.0,433.0,12.0,3.75,518.0,3,12,0
20.0,359.0,4.0,3.75,96.0,3,13,0
3.0,86.0,1.0,3.75,69.0,3,12,0
27.0,278.0,2.0,3.75,472.0,1,6,12
45.0,402.0,0.0,4.375,480.0,1,6,12
11.0,158.0,7.0,0.0,70.0,1,4,11
12.0,197.0,3.0,3.75,76.0,1,6,0
11.0,151.0,7.0,5.0,215.0,4,26,8
25.0,422.0,33.0,5.0,449.0,4,6,12
34.0,653.0,8.0,5.0,65.0,7,17,0
35.0,589.0,6.0,4.375,211.0,1,5,0
8.0,244.0,6.0,4.375,41.0,6,6,0
0.0,273.0,0.0,0.0,13.0,7,2,14
17.0,275.0,8.0,0.0,644.0,9,13,8
15.0,152.0,2.0,0.0,26.0,3,7,11
17.0,427.0,36.0,4.375,1298.0,3,16,12
35.0,616.0,26.0,3.75,1022.0,2,12,12
14.0,205.0,4.0,5.0,17.0,4,12,0
24.0,338.0,18.0,3.125,856.0,1,7,12
18.0,416.0,27.0,3.75,141.0,4,10,12
12.0,414.0,55.0,4.375,1142.0,4,17,12
32.0,511.0,42.0,4.375,528.0,3,8,12
103.0,1321.0,56.0,3.75,17544.0,8,18,4
29.0,389.0,25.0,4.375,664.0,7,15,12
16.0,656.0,26.0,3.75,404.0,2,9,5
41.0,596.0,5.0,4.375,147.0,3,10,0
72.0,1157.0,45.0,4.375,2999.0,1,10,5
9.0,107.0,3.0,2.5,35.0,1,8,11
18.0,332.0,23.0,2.5,554.0,1,8,12
4.0,161.0,5.0,5.0,148.0,2,9,0
42.0,789.0,32.0,4.375,979.0,2,14,5
0.0,34.0,3.0,0.0,1582.0,2,5,11
71.0,1069.0,35.0,3.75,173.0,3,8,5
84.0,1209.0,41.0,4.375,2507.0,5,20,5
92.0,1196.0,80.0,3.75,359.0,3,13,5
3.0,69.0,2.0,4.375,7.0,2,5,14
38.0,842.0,28.0,4.375,649.0,3,9,5
33.0,473.0,5.0,4.375,142.0,4,8,0
71.0,895.0,30.0,5.0,1168.0,5,14,5
0.0,38.0,1.0,3.75,7.0,2,6,14
16.0,283.0,3.0,3.125,22.0,5,10,0
1.0,47.0,2.0,3.75,58.0,4,5,14
28.0,249.0,1.0,3.75,89.0,1,6,0
0.0,22.0,1.0,0.0,21.0,6,12,14
8.0,552.0,5.0,3.75,85.0,3,7,5
32.0,379.0,20.0,3.75,363.0,1,5,12
0.0,1.0,0.0,0.0,25.0,1,8,14
7.0,82.0,2.0,5.0,349.0,1,6,0
15.0,202.0,2.0,4.375,12.0,3,2,0
47.0,798.0,10.0,4.375,244.0,8,17,8
23.0,575.0,13.0,4.375,1924.0,1,7,5
17.0,480.0,9.0,3.75,38.0,8,13,0
31.0,497.0,16.0,4.375,528.0,3,7,12
65.0,1052.0,37.0,3.75,1716.0,5,14,5
13.0,202.0,8.0,5.0,256.0,3,5,0
18.0,183.0,2.0,3.125,210.0,3,11,0
64.0,904.0,19.0,4.375,755.0,3,10,5
21.0,245.0,3.0,3.75,12.0,1,5,0
25.0,463.0,55.0,4.375,663.0,5,5,12
45.0,752.0,9.0,5.0,268.0,3,10,5
14.0,276.0,7.0,4.375,81.0,7,10,0
21.0,407.0,8.0,4.375,259.0,4,10,0
6.0,243.0,36.0,4.375,672.0,2,13,12
17.0,239.0,7.0,4.375,363.0,6,12,0
38.0,623.0,11.0,5.0,712.0,4,15,12
101.0,1508.0,14.0,3.75,499.0,11,21,5
26.0,427.0,15.0,3.75,772.0,4,11,12
35.0,779.0,41.0,3.75,596.0,3,10,5
126.0,2899.0,392.0,3.75,1725.0,3,14,9
20.0,331.0,14.0,4.375,794.0,8,12,12
0.0,16.0,2.0,3.75,71.0,4,11,0
9.0,146.0,2.0,4.375,106.0,5,14,0
73.0,942.0,30.0,3.75,1098.0,12,16,8
1.0,288.0,2.0,3.75,8.0,1,12,14
14.0,647.0,35.0,4.375,818.0,3,6,5
5.0,154.0,2.0,5.0,35.0,6,12,0
38.0,379.0,3.0,3.75,181.0,1,4,12
11.0,314.0,7.0,4.375,303.0,3,11,0
16.0,317.0,17.0,4.375,777.0,6,13,12
55.0,1283.0,82.0,4.375,2123.0,8,14,5
8.0,109.0,2.0,0.0,89.0,1,3,11
8.0,114.0,3.0,3.125,70.0,3,6,0
8.0,184.0,3.0,3.75,10.0,2,2,0
30.0,715.0,24.0,3.125,495.0,2,11,8
5.0,76.0,2.0,3.125,59.0,2,9,0
30.0,483.0,46.0,3.75,567.0,5,9,12
16.0,234.0,3.0,5.0,99.0,2,5,0
0.0,234.0,1.0,4.375,11.0,1,3,14
12.0,465.0,64.0,3.75,2194.0,4,17,5
11.0,557.0,21.0,3.75,126.0,2,9,5
43.0,1881.0,327.0,5.0,13875.0,2,11,4
13.0,505.0,13.0,4.375,672.0,7,21,8
8.0,120.0,2.0,3.75,137.0,9,6,8
22.0,353.0,33.0,3.75,3061.0,1,7,5
29.0,417.0,14.0,3.75,626.0,5,8,12
5.0,127.0,4.0,3.125,72.0,3,12,0
80.0,1078.0,85.0,3.125,610.0,4,6,5
90.0,2043.0,281.0,4.375,2307.0,5,21,4
83.0,1114.0,75.0,4.375,236.0,3,13,5
12.0,155.0,2.0,3.75,160.0,1,7,0
21.0,465.0,6.0,4.375,233.0,10,17,0
35.0,588.0,7.0,5.0,189.0,5,13,0
0.0,172.0,0.0,5.0,7.0,1,7,14
8.0,128.0,2.0,3.125,63.0,5,10,0
1.0,96.0,2.0,5.0,722.0,4,8,12
86.0,1252.0,79.0,4.375,4046.0,4,10,4
7.0,451.0,29.0,3.75,2494.0,5,14,5
14.0,353.0,6.0,3.75,715.0,2,12,12
0.0,217.0,1.0,0.0,9.0,3,4,14
13.0,215.0,9.0,3.75,151.0,4,7,0
19.0,268.0,12.0,3.125,160.0,2,6,12
9.0,177.0,6.0,3.75,290.0,3,11,0
0.0,213.0,4.0,0.0,27.0,1,3,14
11.0,267.0,22.0,3.75,454.0,1,5,12
31.0,613.0,20.0,4.375,416.0,3,9,5
33.0,493.0,27.0,4.375,1241.0,3,10,12
8.0,264.0,2.0,3.75,21.0,1,7,0
20.0,414.0,31.0,2.5,1716.0,5,13,8
23.0,299.0,1.0,4.375,185.0,1,5,0
11.0,254.0,7.0,4.375,200.0,4,5,0
12.0,157.0,5.0,4.375,42.0,2,6,0
88.0,1174.0,13.0,3.75,312.0,8,20,5
38.0,577.0,32.0,3.75,1790.0,1,7,5
20.0,311.0,5.0,5.0,462.0,3,12,0
25.0,555.0,50.0,5.0,327.0,3,16,12
56.0,853.0,41.0,3.75,243.0,1,8,12
7.0,286.0,8.0,4.375,672.0,4,15,12
1.0,41.0,2.0,4.375,3.0,1,3,14
12.0,156.0,3.0,4.375,34.0,3,11,0
19.0,489.0,5.0,4.375,280.0,6,13,0
0.0,101.0,7.0,0.0,3526.0,1,6,11
87.0,1419.0,97.0,2.5,728.0,6,14,4
4.0,86.0,4.0,3.125,158.0,4,8,0
0.0,205.0,2.0,0.0,36.0,1,5,14
13.0,262.0,24.0,4.375,372.0,5,12,12
28.0,666.0,12.0,3.125,243.0,3,14,0
67.0,1157.0,44.0,3.75,989.0,2,10,5
12.0,290.0,40.0,3.125,108.0,2,16,12
12.0,261.0,26.0,3.125,276.0,2,11,12
3.0,76.0,11.0,5.0,78.0,3,10,12
36.0,529.0,39.0,4.375,218.0,6,17,12
36.0,490.0,27.0,5.0,1576.0,3,10,12
10.0,176.0,3.0,4.375,484.0,1,11,0
41.0,569.0,44.0,5.0,513.0,2,8,12
1.0,570.0,2.0,2.5,4.0,2,3,14
10.0,209.0,17.0,2.5,584.0,3,10,8
33.0,819.0,59.0,3.75,1051.0,6,16,5
52.0,763.0,54.0,3.75,3988.0,5,20,4
18.0,378.0,9.0,4.375,40.0,2,10,0
70.0,1104.0,54.0,4.375,1121.0,4,23,5
1.0,301.0,2.0,4.375,4.0,2,11,14
39.0,521.0,29.0,4.375,493.0,4,10,12
3.0,55.0,6.0,3.75,196.0,1,11,0
60.0,847.0,13.0,4.375,432.0,4,23,8
31.0,811.0,21.0,4.375,638.0,7,22,8
37.0,436.0,21.0,5.0,1220.0,5,9,12
22.0,298.0,7.0,4.375,518.0,2,7,12
0.0,215.0,0.0,0.0,28.0,1,4,14
13.0,310.0,39.0,4.375,101.0,1,11,12
11.0,143.0,1.0,4.375,443.0,1,5,0
13.0,267.0,5.0,4.375,44.0,1,6,0
7.0,264.0,1.0,2.5,73.0,2,3,0
0.0,181.0,0.0,0.0,2.0,2,5,14
1.0,675.0,13.0,3.75,2349.0,1,3,5
5.0,432.0,14.0,1.875,576.0,3,11,8
10.0,140.0,3.0,3.75,19.0,4,9,0
15.0,245.0,17.0,4.375,142.0,6,14,12
13.0,471.0,6.0,4.375,385.0,4,10,0
17.0,216.0,10.0,2.5,223.0,1,6,0
3.0,174.0,4.0,4.375,46.0,1,6,0
8.0,154.0,7.0,3.75,129.0,2,8,0
39.0,533.0,36.0,3.75,1028.0,4,8,12
0.0,47.0,1.0,3.75,467.0,2,6,0
30.0,290.0,4.0,0.0,67.0,3,9,11
12.0,209.0,2.0,5.0,211.0,4,8,0
12.0,195.0,3.0,3.75,11.0,5,15,0
10.0,146.0,9.0,3.125,245.0,2,6,0
25.0,507.0,6.0,4.375,408.0,6,11,0
16.0,173.0,3.0,3.75,64.0,4,9,0
26.0,543.0,10.0,5.0,331.0,3,16,0
31.0,456.0,19.0,0.0,598.0,4,15,8
20.0,315.0,4.0,4.375,20.0,3,6,0
4.0,47.0,2.0,4.375,25.0,3,12,14
13.0,184.0,7.0,3.75,234.0,2,10,0
2.0,20.0,0.0,2.5,5.0,1,7,14
161.0,2089.0,100.0,3.75,2268.0,5,15,5
4.0,267.0,1.0,5.0,1162.0,2,8,11
47.0,872.0,62.0,4.375,276.0,3,9,5
33.0,452.0,27.0,4.375,220.0,3,14,12
9.0,169.0,4.0,3.75,990.0,5,14,12
5.0,109.0,1.0,4.375,81.0,1,12,0
19.0,277.0,10.0,4.375,497.0,6,10,0
134.0,1569.0,81.0,3.75,1796.0,4,6,5
14.0,163.0,2.0,3.75,120.0,1,8,0
7.0,147.0,3.0,4.375,27.0,6,6,0
28.0,256.0,1.0,5.0,6.0,1,2,0
62.0,858.0,46.0,4.375,718.0,3,9,12
8.0,416.0,14.0,5.0,771.0,2,10,5
17.0,315.0,6.0,4.375,161.0,2,5,0
7.0,101.0,5.0,3.75,373.0,2,2,0
0.0,227.0,1.0,4.375,3.0,2,4,14
7.0,310.0,12.0,3.75,91.0,1,6,0
194.0,2854.0,234.0,3.75,887.0,2,7,9
24.0,354.0,3.0,4.375,18.0,3,3,0
28.0,602.0,42.0,4.375,376.0,4,6,12
96.0,1405.0,17.0,5.0,597.0,1,5,5
11.0,230.0,4.0,2.5,365.0,4,4,11
0.0,18.0,0.0,3.125,0.0,1,4,14
12.0,172.0,6.0,0.0,739.0,4,10,11
0.0,210.0,0.0,4.375,8.0,1,2,14
29.0,548.0,44.0,3.75,798.0,3,14,12
2.0,115.0,7.0,4.375,93.0,2,10,0
14.0,647.0,35.0,4.375,818.0,3,6,5
14.0,236.0,13.0,4.375,359.0,5,18,12
24.0,387.0,21.0,3.75,2258.0,4,10,5
13.0,262.0,10.0,3.125,487.0,3,8,0
37.0,424.0,16.0,3.75,531.0,3,11,12
17.0,222.0,7.0,4.375,43.0,5,12,0
0.0,191.0,1.0,0.0,3.0,4,11,14
2.0,51.0,1.0,3.75,28.0,7,13,14
11.0,139.0,2.0,4.375,320.0,5,13,0
23.0,329.0,1.0,4.375,9.0,2,5,0
13.0,245.0,6.0,4.375,104.0,1,10,0
15.0,165.0,4.0,4.375,65.0,2,8,0
0.0,131.0,0.0,0.0,0.0,1,3,14
312.0,5221.0,59.0,3.75,832.0,9,13,9
58.0,928.0,47.0,5.0,177.0,7,12,5
28.0,404.0,4.0,3.75,40.0,4,8,0
11.0,286.0,7.0,4.375,82.0,3,14,0
0.0,88.0,2.0,5.0,299.0,5,4,0
8.0,150.0,8.0,0.0,396.0,1,3,11
4.0,100.0,2.0,4.375,29.0,1,9,0
11.0,253.0,1.0,5.0,17.0,1,5,0
18.0,256.0,3.0,4.375,298.0,1,11,0
24.0,634.0,21.0,4.375,1158.0,1,9,5
1.0,230.0,2.0,0.0,7.0,2,7,14
4.0,59.0,1.0,3.75,164.0,1,6,0
9.0,263.0,16.0,4.375,545.0,2,11,12
35.0,514.0,43.0,3.75,1112.0,2,10,12
31.0,335.0,4.0,5.0,250.0,4,12,0
36.0,518.0,35.0,3.75,1428.0,5,15,12
0.0,221.0,1.0,5.0,14.0,2,7,14
8.0,330.0,18.0,4.375,967.0,7,13,12
23.0,442.0,7.0,4.375,486.0,5,12,0
48.0,586.0,22.0,3.75,319.0,4,13,12
52.0,642.0,15.0,3.75,368.0,17,21,8
2.0,49.0,1.0,3.125,15.0,7,9,14
48.0,548.0,5.0,3.75,77.0,1,7,12
19.0,298.0,4.0,4.375,83.0,5,10,0
13.0,309.0,36.0,4.375,421.0,3,16,12
1.0,228.0,1.0,2.5,79.0,2,6,14
19.0,339.0,8.0,3.75,522.0,4,13,0
25.0,556.0,17.0,4.375,482.0,2,11,5
12.0,201.0,6.0,3.75,119.0,1,8,0
27.0,663.0,35.0,3.75,363.0,2,11,5
11.0,1272.0,28.0,5.0,932.0,3,15,9
10.0,134.0,2.0,4.375,87.0,5,10,0
3.0,54.0,3.0,4.375,32.0,4,9,14
14.0,283.0,10.0,3.75,1293.0,2,17,12
55.0,513.0,1.0,4.375,453.0,1,7,12
0.0,207.0,4.0,5.0,7.0,1,2,14
36.0,538.0,15.0,4.375,459.0,10,21,8
15.0,271.0,4.0,3.75,404.0,3,9,0
1.0,101.0,2.0,3.75,38.0,1,5,14
82.0,1433.0,9.0,4.375,103.0,5,13,5
17.0,427.0,26.0,3.75,1021.0,3,10,12
5.0,467.0,17.0,3.75,772.0,3,6,5
35.0,717.0,21.0,4.375,502.0,4,14,5
21.0,297.0,3.0,3.75,14.0,5,12,0
152.0,2193.0,180.0,3.75,697.0,2,9,9
12.0,493.0,13.0,4.375,90.0,4,9,0
20.0,522.0,29.0,0.0,660.0,1,12,8
19.0,348.0,5.0,4.375,118.0,3,11,0
1.0,348.0,2.0,5.0,3.0,3,5,14
17.0,277.0,7.0,3.75,542.0,5,16,0
3.0,80.0,2.0,3.125,90.0,2,6,0
1.0,232.0,2.0,3.125,8.0,2,7,14
25.0,288.0,9.0,0.0,553.0,5,13,8
0.0,765.0,1.0,0.0,64.0,2,7,8
28.0,469.0,16.0,3.75,620.0,3,8,12
9.0,102.0,3.0,3.75,68.0,2,5,0
12.0,337.0,8.0,4.375,964.0,2,8,12
29.0,885.0,60.0,3.75,879.0,3,13,5
91.0,1223.0,84.0,4.375,1581.0,12,10,4
22.0,316.0,11.0,4.375,1070.0,3,10,12
20.0,480.0,59.0,4.375,223.0,2,11,12
49.0,440.0,0.0,4.375,0.0,1,2,12
5.0,181.0,9.0,0.0,674.0,2,5,11
25.0,392.0,25.0,4.375,1112.0,9,12,8
10.0,257.0,3.0,0.0,249.0,1,11,11
68.0,910.0,64.0,4.375,350.0,3,9,5
41.0,983.0,81.0,3.75,2562.0,6,13,5
39.0,505.0,10.0,3.125,34.0,1,10,12
4.0,301.0,8.0,4.375,626.0,1,7,0
15.0,305.0,7.0,4.375,120.0,1,13,0
12.0,283.0,11.0,3.75,544.0,5,12,0
57.0,1492.0,42.0,4.375,1396.0,8,11,5
27.0,369.0,8.0,5.0,212.0,11,24,8
18.0,275.0,4.0,4.375,154.0,9,13,0
6.0,168.0,8.0,3.75,222.0,3,8,0
20.0,276.0,11.0,3.75,437.0,4,10,0
0.0,177.0,0.0,4.375,9.0,1,3,14
2.0,41.0,2.0,3.75,2155.0,1,7,11
54.0,746.0,25.0,4.375,524.0,5,10,12
19.0,589.0,47.0,4.375,1599.0,4,11,5
53.0,976.0,35.0,2.5,1091.0,1,10,8
120.0,1842.0,93.0,5.0,2627.0,4,13,5
43.0,568.0,42.0,4.375,360.0,4,8,12
0.0,70.0,0.0,5.0,1.0,3,6,14
55.0,716.0,29.0,4.375,829.0,1,8,12
35.0,718.0,27.0,3.75,881.0,4,14,5
33.0,421.0,19.0,4.375,666.0,3,14,12
2.0,43.0,1.0,0.0,244.0,3,7,11
26.0,344.0,17.0,3.75,255.0,3,12,12
22.0,234.0,2.0,4.375,13.0,4,1,0
17.0,247.0,3.0,5.0,198.0,1,6,0
10.0,231.0,11.0,3.75,350.0,1,4,0
8.0,99.0,2.0,5.0,96.0,3,3,0
10.0,881.0,34.0,4.375,1914.0,1,4,5
0.0,202.0,0.0,4.375,7.0,2,5,14
11.0,261.0,9.0,4.375,402.0,7,17,0
54.0,722.0,49.0,4.375,2096.0,5,13,5
4.0,121.0,5.0,4.375,1204.0,3,11,11
28.0,530.0,27.0,0.0,869.0,1,13,8
12.0,243.0,2.0,4.375,9.0,3,8,0
38.0,940.0,100.0,3.75,800.0,5,21,5
3.0,50.0,1.0,3.75,8.0,2,7,14
0.0,22.0,0.0,4.375,118.0,1,7,0
0.0,231.0,0.0,0.0,2.0,1,4,14
0.0,314.0,0.0,5.0,10.0,1,7,14
0.0,241.0,3.0,4.375,115.0,2,5,0
31.0,466.0,13.0,3.75,813.0,6,18,12
20.0,620.0,32.0,4.375,1037.0,5,23,8
21.0,493.0,9.0,3.75,827.0,4,10,5
5.0,60.0,1.0,3.75,71.0,6,16,0
6.0,213.0,5.0,5.0,133.0,4,12,0
1.0,397.0,2.0,3.75,33.0,1,12,14
0.0,39.0,1.0,5.0,46.0,2,7,14
39.0,583.0,46.0,4.375,1455.0,3,9,5
19.0,321.0,5.0,4.375,174.0,3,13,0
71.0,1600.0,214.0,4.375,1366.0,9,11,4
7.0,80.0,1.0,3.75,403.0,1,10,0
22.0,212.0,3.0,3.75,198.0,1,5,0
