fat,calories,protein,rating,sodium,len_directions,len_ingredients,cluster
20.0,428.0,10.0,3.125,313.0,7,11,0
5.0,88.0,8.0,3.75,173.0,7,9,0
18.0,584.0,11.0,4.375,1986.0,5,12,5
35.0,348.0,1.0,4.375,1222.0,3,11,12
5.0,92.0,7.0,5.0,90.0,4,10,0
13.0,181.0,3.0,5.0,231.0,5,9,0
14.0,291.0,14.0,4.375,864.0,3,14,12
18.0,205.0,9.0,3.75,251.0,2,7,0
4.0,136.0,1.0,5.0,55.0,11,14,8
2.0,146.0,18.0,3.75,692.0,1,5,12
16.0,230.0,3.0,4.375,100.0,4,5,0
310.0,3616.0,129.0,5.0,833.0,11,27,9
25.0,694.0,43.0,3.75,1737.0,2,10,5
5.0,120.0,3.0,5.0,184.0,2,10,0
1.0,152.0,1.0,0.0,75.0,1,4,14
20.0,372.0,9.0,4.375,280.0,7,18,0
18.0,458.0,43.0,5.0,1278.0,5,8,12
27.0,383.0,13.0,3.75,467.0,1,9,12
6.0,239.0,13.0,0.0,91.0,1,10,8
17.0,169.0,1.0,3.75,17.0,1,7,0
16.0,713.0,125.0,4.375,5166.0,2,16,4
12.0,196.0,3.0,5.0,76.0,4,6,0
16.0,505.0,5.0,3.75,198.0,7,17,0
1.0,25.0,2.0,5.0,65.0,2,10,14
31.0,486.0,33.0,4.375,98.0,3,11,12
44.0,2473.0,88.0,5.0,4050.0,4,14,9
18.0,248.0,18.0,5.0,402.0,5,8,12
5.0,84.0,1.0,5.0,20.0,3,8,0
0.0,129.0,3.0,4.375,296.0,2,6,0
12.0,208.0,6.0,4.375,336.0,3,9,0
25.0,359.0,27.0,4.375,1114.0,4,16,12
0.0,14.0,0.0,4.375,38.0,2,8,14
27.0,879.0,10.0,4.375,374.0,7,17,5
2.0,284.0,7.0,4.375,10.0,1,3,0
5.0,142.0,8.0,3.75,361.0,3,7,0
10.0,356.0,46.0,4.375,1129.0,4,11,12
1.0,180.0,2.0,4.375,5.0,1,3,14
5.0,68.0,1.0,3.75,468.0,3,11,0
14.0,338.0,8.0,3.75,170.0,1,5,0
28.0,395.0,1.0,5.0,88.0,1,4,0
17.0,295.0,4.0,3.75,60.0,6,13,0
30.0,486.0,37.0,4.375,424.0,5,14,12
11.0,200.0,3.0,4.375,65.0,5,8,0
21.0,400.0,5.0,4.375,230.0,6,16,0
6.0,89.0,2.0,4.375,58.0,4,9,0
9.0,114.0,2.0,4.375,8.0,4,5,0
36.0,507.0,6.0,3.125,147.0,13,18,8
14.0,204.0,8.0,4.375,185.0,2,5,0
22.0,343.0,12.0,4.375,453.0,2,6,12
23.0,363.0,23.0,4.375,1650.0,2,13,12
30.0,484.0,38.0,3.75,178.0,2,7,12
9.0,253.0,2.0,4.375,139.0,1,5,0
5.0,88.0,3.0,4.375,308.0,2,7,0
30.0,660.0,12.0,4.375,173.0,12,17,8
13.0,254.0,4.0,4.375,83.0,3,7,0
6.0,75.0,1.0,2.5,51.0,1,5,11
35.0,417.0,9.0,5.0,412.0,5,12,12
14.0,300.0,4.0,5.0,216.0,4,12,0
35.0,579.0,38.0,1.25,600.0,1,14,8
12.0,261.0,26.0,3.125,276.0,2,11,12
34.0,327.0,4.0,4.375,144.0,2,9,12
1.0,29.0,4.0,5.0,57.0,6,11,0
19.0,326.0,5.0,3.75,258.0,7,8,0
10.0,156.0,4.0,3.125,442.0,8,14,8
19.0,479.0,11.0,4.375,157.0,2,12,0
14.0,216.0,16.0,4.375,515.0,6,13,12
23.0,923.0,26.0,4.375,1666.0,5,8,5
6.0,301.0,1.0,1.25,47.0,2,6,8
35.0,687.0,8.0,3.75,354.0,4,14,0
11.0,386.0,3.0,0.0,21.0,6,10,8
36.0,851.0,51.0,5.0,1384.0,2,13,5
1.0,194.0,4.0,3.125,791.0,1,3,11
20.0,451.0,16.0,3.75,863.0,1,11,12
40.0,501.0,28.0,4.375,353.0,3,16,12
49.0,703.0,47.0,4.375,996.0,4,12,12
24.0,541.0,48.0,4.375,863.0,2,10,12
20.0,286.0,8.0,3.125,142.0,5,10,0
29.0,590.0,28.0,4.375,575.0,3,9,12
15.0,404.0,9.0,4.375,189.0,3,18,0
22.0,400.0,26.0,4.375,690.0,2,12,12
12.0,145.0,5.0,3.125,49.0,3,7,0
24.0,524.0,16.0,4.375,837.0,5,14,12
5.0,91.0,1.0,0.0,41.0,10,12,8
18.0,311.0,10.0,3.75,1717.0,5,15,12
0.0,255.0,2.0,4.375,2.0,1,3,14
24.0,636.0,18.0,3.75,147.0,4,14,8
0.0,217.0,1.0,4.375,23.0,3,6,14
16.0,381.0,10.0,4.375,220.0,4,8,0
87.0,1388.0,20.0,5.0,922.0,1,7,5
17.0,332.0,27.0,3.75,85.0,1,9,12
23.0,732.0,20.0,3.75,30.0,3,6,5
0.0,170.0,0.0,4.375,5.0,1,5,14
66.0,649.0,11.0,5.0,176.0,3,10,12
12.0,193.0,5.0,4.375,159.0,3,9,0
33.0,778.0,23.0,3.125,989.0,2,11,8
37.0,709.0,27.0,4.375,654.0,2,6,5
39.0,570.0,42.0,5.0,449.0,9,13,12
36.0,511.0,38.0,3.125,758.0,5,11,12
15.0,341.0,11.0,3.125,144.0,1,5,0
327.0,3489.0,22.0,3.75,667.0,5,13,9
15.0,242.0,2.0,0.0,6.0,4,1,11
19.0,344.0,35.0,4.375,718.0,5,16,12
8.0,121.0,2.0,4.375,162.0,3,12,0
1.0,20.0,2.0,3.75,21.0,1,6,14
0.0,45.0,2.0,0.0,2920.0,5,8,11
10.0,191.0,6.0,4.375,373.0,7,13,0
0.0,260.0,1.0,3.125,2.0,3,2,14
230.0,2651.0,113.0,3.75,704.0,6,10,9
5.0,301.0,6.0,3.75,12.0,1,7,0
30.0,646.0,44.0,5.0,1512.0,5,27,8
159.0,1720.0,66.0,4.375,953.0,2,7,5
9.0,234.0,3.0,3.75,300.0,1,10,0
26.0,718.0,12.0,3.125,740.0,6,13,8
25.0,691.0,57.0,5.0,1316.0,8,19,5
11.0,160.0,9.0,3.75,337.0,2,7,0
26.0,605.0,44.0,3.75,183.0,7,19,12
12.0,286.0,6.0,3.125,154.0,5,13,0
26.0,460.0,48.0,4.375,458.0,3,10,12
3.0,55.0,2.0,4.375,71.0,4,10,14
32.0,408.0,28.0,4.375,717.0,1,7,12
14.0,226.0,4.0,5.0,103.0,2,5,0
16.0,345.0,27.0,3.75,276.0,1,5,12
3.0,126.0,9.0,3.75,1075.0,4,10,12
22.0,264.0,5.0,3.75,13.0,2,10,0
47.0,787.0,29.0,3.75,679.0,5,8,5
60.0,1597.0,226.0,0.0,3684.0,4,8,4
32.0,593.0,26.0,4.375,598.0,4,8,12
25.0,487.0,6.0,5.0,299.0,6,21,0
9.0,204.0,4.0,4.375,133.0,2,12,0
4.0,167.0,5.0,0.0,191.0,4,14,11
0.0,79.0,1.0,5.0,1.0,3,5,14
19.0,228.0,6.0,4.375,448.0,3,7,0
15.0,281.0,7.0,5.0,139.0,8,13,0
14.0,522.0,69.0,5.0,2955.0,3,23,5
26.0,377.0,26.0,3.75,234.0,6,14,12
23.0,320.0,24.0,3.125,93.0,1,8,12
4.0,91.0,2.0,5.0,35.0,5,13,14
20.0,636.0,56.0,5.0,1328.0,1,7,5
9.0,285.0,50.0,4.375,861.0,4,4,12
55.0,892.0,54.0,3.125,283.0,2,16,12
7.0,321.0,54.0,4.375,1627.0,4,10,5
0.0,211.0,1.0,5.0,12.0,2,13,14
85.0,1427.0,70.0,2.5,1218.0,7,14,4
45.0,425.0,0.0,3.75,382.0,1,4,12
25.0,412.0,10.0,5.0,436.0,1,12,0
0.0,111.0,1.0,0.0,4.0,1,6,14
22.0,222.0,1.0,4.375,23.0,2,3,0
19.0,983.0,100.0,3.75,2858.0,5,16,5
25.0,279.0,4.0,5.0,26.0,5,14,0
33.0,569.0,34.0,3.75,1411.0,4,7,12
13.0,330.0,4.0,3.75,108.0,3,16,0
0.0,15.0,0.0,3.75,4.0,1,7,14
27.0,776.0,36.0,4.375,1178.0,2,10,5
19.0,326.0,21.0,4.375,643.0,2,8,12
57.0,1106.0,55.0,4.375,1232.0,6,8,5
3.0,194.0,26.0,3.75,3833.0,2,15,4
51.0,660.0,44.0,3.75,34351.0,8,10,6
1.0,125.0,5.0,5.0,625.0,3,13,12
224.0,2925.0,152.0,5.0,1355.0,6,14,9
77.0,1276.0,68.0,3.75,621.0,7,16,5
15.0,202.0,5.0,3.75,116.0,3,8,0
42.0,375.0,1.0,3.75,144.0,1,7,12
44.0,687.0,37.0,4.375,1364.0,8,16,5
4.0,52.0,5.0,0.0,90.0,4,6,11
10.0,172.0,1.0,0.0,460.0,3,8,11
28.0,259.0,2.0,5.0,29.0,4,1,0
20.0,228.0,2.0,3.75,297.0,2,6,0
16.0,210.0,2.0,4.375,36.0,1,8,0
10.0,157.0,6.0,4.375,229.0,4,6,0
23.0,422.0,8.0,3.125,100.0,6,14,0
24.0,417.0,4.0,5.0,110.0,5,21,0
37.0,401.0,9.0,4.375,230.0,4,10,12
3.0,248.0,15.0,4.375,678.0,2,13,12
24.0,412.0,2.0,4.375,384.0,4,11,0
176.0,2014.0,87.0,3.75,604.0,5,16,5
0.0,107.0,2.0,4.375,913.0,2,10,12
8.0,876.0,2.0,3.75,125.0,4,10,5
4.0,87.0,5.0,5.0,230.0,1,3,0
14.0,194.0,5.0,3.75,184.0,4,6,0
31.0,772.0,62.0,4.375,1129.0,4,11,5
12.0,297.0,45.0,0.0,233.0,3,1,4
68.0,924.0,70.0,4.375,482.0,4,6,5
1.0,12.0,0.0,3.75,14.0,1,6,14
0.0,263.0,5.0,5.0,5.0,2,2,0
18.0,220.0,1.0,4.375,1277.0,1,10,11
1.0,109.0,3.0,0.0,20.0,1,4,14
15.0,283.0,3.0,5.0,30.0,6,8,0
1.0,202.0,4.0,0.0,59.0,1,7,14
0.0,214.0,0.0,5.0,12.0,1,5,14
14.0,181.0,6.0,0.0,867.0,2,6,11
17.0,388.0,3.0,5.0,15.0,2,10,0
17.0,276.0,3.0,4.375,188.0,2,10,0
27.0,627.0,56.0,3.75,1322.0,3,10,12
13.0,262.0,28.0,3.75,134.0,4,14,12
18.0,232.0,9.0,3.75,165.0,1,11,0
36.0,547.0,18.0,3.75,1042.0,5,10,12
5.0,166.0,18.0,4.375,961.0,3,12,12
2.0,265.0,1.0,3.75,4.0,1,6,14
5.0,94.0,3.0,4.375,144.0,2,5,0
25.0,220.0,0.0,4.375,73.0,2,6,0
25.0,450.0,21.0,3.75,968.0,2,7,12
16.0,583.0,28.0,3.75,910.0,1,11,5
62.0,875.0,11.0,4.375,121.0,8,15,5
2.0,49.0,2.0,0.0,78.0,6,9,14
43.0,552.0,26.0,4.375,1127.0,2,9,12
0.0,168.0,0.0,0.0,362.0,3,7,11
3.0,50.0,1.0,3.75,8.0,2,7,14
8.0,171.0,3.0,3.75,283.0,3,5,0
1007.0,22312.0,332.0,3.75,13820.0,4,4,3
35.0,413.0,8.0,4.375,4051.0,5,15,4
1.0,81.0,3.0,3.75,41.0,2,2,14
1.0,24.0,2.0,4.375,56.0,1,7,14
36.0,509.0,38.0,5.0,798.0,5,11,12
20.0,328.0,18.0,3.75,1093.0,5,17,12
243.0,2477.0,32.0,5.0,425.0,5,15,9
33.0,495.0,4.0,5.0,33.0,1,5,0
4.0,73.0,2.0,3.125,4580.0,4,9,4
49.0,769.0,72.0,4.375,549.0,4,12,5
24.0,366.0,19.0,4.375,729.0,3,14,12
17.0,247.0,5.0,5.0,270.0,2,9,0
24.0,418.0,14.0,3.75,468.0,4,21,8
46.0,599.0,44.0,4.375,132.0,1,3,12
0.0,561.0,1.0,4.375,32.0,2,3,14
9.0,162.0,8.0,0.0,380.0,5,14,8
4.0,65.0,2.0,5.0,725.0,2,9,11
22.0,384.0,33.0,5.0,1995.0,6,16,5
27.0,765.0,100.0,4.375,872.0,4,10,5
15.0,319.0,13.0,4.375,807.0,3,12,12
7.0,141.0,4.0,4.375,254.0,3,5,0
4.0,208.0,6.0,4.375,212.0,7,11,0
14.0,684.0,6.0,4.375,112.0,5,10,5
64.0,937.0,80.0,0.0,1729.0,4,4,4
45.0,658.0,31.0,1.875,1031.0,5,19,8
36.0,507.0,6.0,3.125,147.0,13,18,8
114.0,1487.0,62.0,0.0,3175.0,4,10,4
14.0,435.0,22.0,4.375,257.0,2,13,12
1.0,219.0,3.0,3.75,588.0,3,14,12
25.0,355.0,11.0,4.375,677.0,6,12,12
5.0,258.0,17.0,3.75,1916.0,3,13,5
12.0,331.0,9.0,4.375,477.0,2,10,0
23.0,491.0,9.0,4.375,208.0,5,21,0
0.0,12.0,0.0,4.375,125.0,3,10,0
47.0,564.0,30.0,4.375,576.0,4,19,12
12.0,297.0,16.0,4.375,966.0,3,10,12
16.0,323.0,23.0,4.375,395.0,3,10,12
52.0,707.0,30.0,5.0,1063.0,6,14,12
1.0,514.0,2.0,5.0,5.0,2,7,14
10.0,715.0,77.0,4.375,2734.0,3,6,5
0.0,102.0,0.0,4.375,1.0,1,3,14
22.0,249.0,6.0,4.375,382.0,1,8,0
29.0,413.0,31.0,4.375,1403.0,6,8,12
20.0,481.0,10.0,3.75,238.0,11,18,8
50.0,776.0,51.0,5.0,674.0,4,22,12
37.0,601.0,7.0,5.0,155.0,7,19,0
30.0,728.0,7.0,4.375,876.0,5,16,5
17.0,194.0,3.0,4.375,258.0,5,7,0
38.0,538.0,20.0,4.375,2112.0,12,14,4
30.0,491.0,9.0,4.375,282.0,5,10,0
4.0,95.0,0.0,2.5,437.0,2,5,11
34.0,543.0,25.0,4.375,526.0,4,11,12
27.0,600.0,8.0,4.375,106.0,5,13,0
21.0,342.0,28.0,5.0,4145.0,2,13,4
112.0,4179.0,64.0,4.375,3167.0,7,14,9
1.0,32.0,1.0,5.0,2871.0,2,10,11
23.0,539.0,23.0,4.375,519.0,6,10,8
43.0,767.0,9.0,4.375,304.0,5,8,5
9.0,214.0,2.0,4.375,19.0,3,8,0
1.0,65.0,2.0,5.0,8.0,3,3,14
4.0,129.0,4.0,5.0,1455.0,1,5,11
43.0,498.0,22.0,4.375,518.0,2,12,12
48.0,637.0,9.0,5.0,1037.0,9,18,8
26.0,557.0,16.0,5.0,58.0,4,6,8
20.0,425.0,49.0,4.375,132025.0,7,14,2
34.0,500.0,46.0,3.75,138.0,4,4,12
25.0,558.0,5.0,4.375,299.0,3,14,0
44.0,706.0,25.0,3.75,746.0,4,13,12
17.0,239.0,2.0,4.375,112.0,1,3,0
31.0,598.0,38.0,4.375,100.0,5,10,12
56.0,782.0,62.0,4.375,550.0,6,7,5
595.0,54512.0,2074.0,4.375,3983.0,5,15,7
92.0,1279.0,50.0,4.375,1215.0,3,8,5
30.0,445.0,7.0,3.75,530.0,5,13,0
15.0,186.0,3.0,3.125,206.0,1,10,0
20.0,305.0,6.0,3.75,449.0,2,16,0
27.0,341.0,18.0,3.75,543.0,5,13,12
76.0,1188.0,97.0,4.375,499.0,3,10,5
23.0,299.0,4.0,3.75,113.0,13,16,8
27.0,455.0,13.0,4.375,775.0,5,16,12
54.0,536.0,10.0,4.375,151.0,5,11,12
5.0,89.0,2.0,3.75,123.0,5,12,0
2.0,55.0,2.0,3.125,91.0,1,7,0
60.0,942.0,69.0,5.0,1117.0,9,16,5
12.0,395.0,63.0,3.75,219.0,3,8,12
14.0,201.0,6.0,3.125,149.0,2,7,0
14.0,385.0,55.0,3.75,269.0,3,11,12
11.0,203.0,14.0,3.75,480.0,4,9,12
1.0,44.0,1.0,5.0,75.0,2,2,0
15.0,273.0,2.0,0.0,160.0,14,12,8
29.0,311.0,12.0,5.0,262.0,2,14,12
0.0,40.0,1.0,4.375,4.0,3,6,14
17.0,152.0,0.0,4.375,144.0,1,5,0
19.0,301.0,13.0,4.375,559.0,9,21,8
16.0,151.0,0.0,1.25,17.0,3,8,11
16.0,230.0,3.0,4.375,100.0,4,5,0
0.0,240.0,1.0,4.375,11.0,3,8,14
78.0,1334.0,103.0,5.0,551.0,8,21,5
13.0,161.0,3.0,0.0,61.0,5,11,11
28.0,395.0,19.0,4.375,1592.0,1,7,12
19.0,174.0,2.0,4.375,197.0,4,8,0
47.0,641.0,45.0,3.75,202.0,3,6,12
25.0,427.0,4.0,0.0,310.0,1,8,11
18.0,440.0,35.0,3.125,645.0,2,8,12
11.0,203.0,14.0,3.75,480.0,4,9,12
35.0,513.0,18.0,2.5,156.0,4,13,8
11.0,233.0,25.0,3.75,143.0,3,15,12
14.0,299.0,11.0,4.375,282.0,3,8,0
89.0,1275.0,110.0,4.375,1341.0,5,8,5
14.0,299.0,5.0,0.0,730.0,3,6,11
24.0,216.0,1.0,5.0,252.0,2,7,0
42.0,512.0,25.0,4.375,168.0,1,9,12
7.0,181.0,4.0,4.375,271.0,2,8,0
38.0,430.0,10.0,4.375,764.0,1,9,12
19.0,416.0,19.0,4.375,647.0,4,14,12
10.0,95.0,0.0,3.75,2865.0,3,7,11
15.0,180.0,4.0,5.0,13.0,7,10,0
20.0,276.0,7.0,5.0,459.0,2,8,0
127.0,1841.0,114.0,4.375,3990.0,4,15,4
18.0,307.0,19.0,4.375,686.0,3,7,12
8.0,79.0,2.0,4.375,183.0,2,12,0
3.0,43.0,1.0,3.75,4.0,1,2,0
24.0,487.0,19.0,3.75,1465.0,2,7,12
0.0,306.0,0.0,3.75,7.0,1,9,14
8.0,198.0,19.0,4.375,1033.0,5,20,12
21.0,357.0,7.0,3.75,223.0,2,8,0
0.0,205.0,0.0,5.0,7.0,3,5,14
17.0,305.0,28.0,4.375,804.0,2,6,12
12.0,359.0,14.0,4.375,413.0,4,8,0
1.0,20.0,2.0,3.75,21.0,1,6,14
0.0,166.0,0.0,3.75,1.0,1,3,14
30.0,706.0,62.0,0.0,11670.0,3,13,4
17.0,390.0,9.0,1.25,403.0,2,4,8
22.0,408.0,45.0,4.375,193.0,3,10,12
35.0,695.0,59.0,5.0,506.0,8,13,5
60.0,923.0,41.0,5.0,294.0,5,18,5
12.0,191.0,8.0,4.375,163.0,1,9,0
47.0,732.0,37.0,3.75,1103.0,5,16,12
63.0,1290.0,162.0,5.0,1190.0,8,26,4
50.0,601.0,28.0,2.5,34.0,1,8,12
13.0,367.0,7.0,4.375,109.0,4,10,0
22.0,257.0,7.0,3.75,324.0,3,9,0
0.0,11.0,0.0,5.0,118.0,1,7,0
383.0,4790.0,297.0,3.125,2788.0,6,16,9
95.0,1435.0,19.0,4.375,1227.0,1,5,5
11.0,268.0,6.0,3.75,65.0,1,3,0
24.0,458.0,49.0,3.75,231.0,1,8,12
13.0,239.0,7.0,5.0,323.0,7,14,0
63.0,972.0,48.0,4.375,2798.0,2,13,5
9.0,158.0,6.0,3.75,179.0,4,5,0
2.0,36.0,1.0,3.75,7.0,1,6,14
8.0,359.0,3.0,3.75,15.0,4,10,0
0.0,22.0,0.0,4.375,118.0,1,7,0
16.0,254.0,4.0,5.0,110.0,4,17,0
24.0,308.0,15.0,2.5,638.0,2,12,8
16.0,308.0,4.0,3.75,52.0,10,16,0
10.0,306.0,10.0,3.75,180.0,2,6,0
6.0,253.0,11.0,3.75,515.0,6,14,0
26.0,407.0,13.0,5.0,481.0,6,13,12
28.0,472.0,5.0,3.75,196.0,1,14,0
26.0,395.0,18.0,3.75,870.0,6,22,8
3.0,148.0,7.0,3.75,254.0,1,8,0
3.0,280.0,13.0,4.375,109.0,2,19,8
23.0,1234.0,67.0,4.375,1269.0,2,12,5
3.0,396.0,33.0,5.0,437.0,4,17,12
30.0,606.0,7.0,4.375,425.0,4,18,0
75.0,796.0,8.0,5.0,71.0,2,6,5
14.0,293.0,9.0,4.375,250.0,1,6,0
60.0,593.0,11.0,3.125,609.0,1,8,12
8.0,149.0,4.0,3.75,152.0,2,7,0
24.0,270.0,3.0,4.375,799.0,8,13,12
17.0,366.0,10.0,4.375,922.0,4,11,12
12.0,222.0,14.0,0.0,9465.0,6,13,4
16.0,172.0,3.0,4.375,168.0,5,11,0
13.0,258.0,10.0,3.75,932.0,7,9,12
19.0,324.0,11.0,3.75,618.0,10,12,8
41.0,603.0,17.0,4.375,630.0,4,12,12
14.0,197.0,3.0,3.75,19.0,1,6,0
4.0,393.0,8.0,4.375,634.0,1,7,5
7.0,245.0,3.0,3.125,6.0,1,6,0
5.0,269.0,36.0,3.75,154.0,3,9,12
5.0,91.0,2.0,0.0,66.0,7,12,14
9.0,121.0,1.0,3.75,7.0,2,3,0
4.0,59.0,2.0,4.375,47.0,4,13,14
28.0,490.0,51.0,3.75,1101.0,4,7,12
12.0,190.0,4.0,3.125,225.0,1,6,0
6.0,113.0,12.0,4.375,597.0,3,6,12
18.0,293.0,6.0,4.375,156.0,7,18,0
14.0,291.0,4.0,4.375,32.0,4,13,0
12.0,341.0,7.0,3.75,116.0,3,10,0
47.0,621.0,6.0,4.375,61.0,3,15,12
382.0,4777.0,248.0,4.375,1871.0,8,11,9
4.0,90.0,3.0,4.375,725.0,1,13,12
20.0,233.0,3.0,3.75,212.0,3,8,0
25.0,377.0,7.0,3.125,202.0,1,5,0
27.0,447.0,7.0,4.375,35.0,6,20,0
10.0,219.0,6.0,0.0,184.0,4,6,11
10.0,295.0,6.0,3.125,503.0,3,13,0
189.0,3257.0,171.0,3.75,3094.0,5,17,9
0.0,206.0,1.0,4.375,34.0,1,5,14
61.0,705.0,36.0,4.375,106.0,2,7,12
14.0,356.0,4.0,4.375,249.0,2,19,0
35.0,800.0,58.0,4.375,1365.0,11,18,5
45.0,520.0,1.0,5.0,26.0,1,4,12
0.0,327.0,1.0,5.0,5.0,2,3,14
0.0,150.0,1.0,5.0,12.0,1,6,14
19.0,418.0,27.0,4.375,1846.0,2,17,5
9.0,90.0,1.0,4.375,191.0,1,6,0
19.0,494.0,26.0,4.375,438.0,3,14,12
76.0,982.0,38.0,4.375,632.0,3,7,5
20.0,255.0,2.0,5.0,22.0,3,6,0
23.0,451.0,32.0,5.0,1021.0,2,18,12
93.0,1404.0,62.0,4.375,1712.0,4,19,5
37.0,515.0,19.0,3.75,1068.0,3,12,12
19.0,464.0,38.0,4.375,923.0,1,21,8
22.0,368.0,26.0,4.375,1146.0,3,16,12
15.0,293.0,7.0,5.0,565.0,5,12,0
7.0,154.0,1.0,4.375,590.0,1,7,12
13.0,248.0,3.0,3.75,35.0,4,8,0
23.0,363.0,15.0,3.75,382.0,6,11,12
5.0,88.0,1.0,5.0,66.0,9,16,0
14.0,341.0,5.0,4.375,151.0,3,14,0
13.0,286.0,6.0,4.375,241.0,2,5,0
31.0,484.0,18.0,5.0,2724.0,6,25,5
3.0,59.0,2.0,4.375,71.0,1,5,0
18.0,294.0,20.0,5.0,271.0,10,19,8
18.0,262.0,7.0,4.375,321.0,1,8,0
45.0,613.0,47.0,3.75,256.0,2,5,12
18.0,260.0,7.0,4.375,293.0,3,11,0
12.0,231.0,2.0,3.75,36.0,1,5,0
34.0,480.0,5.0,4.375,11.0,4,4,0
16.0,271.0,12.0,3.75,265.0,13,10,8
0.0,278.0,1.0,4.375,2.0,3,6,14
8.0,74.0,0.0,3.75,92.0,2,5,0
10.0,233.0,1.0,4.375,28.0,4,8,0
5.0,411.0,23.0,3.75,1257.0,6,21,5
14.0,153.0,7.0,0.0,35.0,1,10,11
21.0,1209.0,9.0,4.375,360.0,5,12,5
19.0,319.0,6.0,5.0,118.0,3,12,0
0.0,195.0,0.0,0.0,15.0,2,5,14
6.0,114.0,4.0,0.0,66.0,6,11,11
29.0,313.0,7.0,3.75,52.0,3,8,0
9.0,437.0,3.0,4.375,66.0,4,14,0
325.0,3656.0,159.0,5.0,934.0,4,10,9
10.0,144.0,9.0,3.125,779.0,1,5,12
9.0,262.0,1.0,3.75,13.0,1,4,0
31.0,422.0,22.0,3.75,103.0,2,8,12
5.0,303.0,5.0,3.75,88.0,5,15,0
7.0,136.0,2.0,1.25,605.0,2,12,11
0.0,14.0,1.0,5.0,30.0,2,1,14
41.0,646.0,15.0,3.125,467.0,5,12,8
16.0,302.0,27.0,1.875,555.0,2,10,8
8.0,225.0,5.0,3.75,362.0,2,8,0
2.0,44.0,2.0,3.125,362.0,1,5,0
17.0,409.0,5.0,5.0,359.0,9,19,0
20.0,390.0,14.0,4.375,593.0,5,14,12
1.0,198.0,4.0,4.375,1903.0,1,7,11
49.0,726.0,43.0,3.75,723.0,3,12,12
6.0,125.0,4.0,3.75,22.0,4,10,0
16.0,252.0,4.0,3.75,173.0,5,16,0
6.0,521.0,19.0,3.75,1136.0,2,11,5
44.0,745.0,44.0,3.75,898.0,7,11,12
16.0,240.0,17.0,3.125,219.0,7,8,8
2.0,117.0,2.0,3.125,142.0,3,6,0
15.0,242.0,9.0,4.375,62.0,4,11,0
12.0,152.0,2.0,5.0,591.0,1,7,11
131.0,1435.0,19.0,4.375,1776.0,10,22,5
1.0,354.0,2.0,1.25,62.0,6,13,14
10.0,461.0,74.0,5.0,1772.0,3,12,5
16.0,488.0,10.0,0.0,344.0,2,10,8
79.0,1056.0,78.0,4.375,753.0,9,11,5
9.0,330.0,3.0,3.75,113.0,3,9,0
16.0,397.0,50.0,4.375,442.0,2,11,12
17.0,406.0,31.0,4.375,1401.0,6,9,12
18.0,229.0,1.0,0.0,11.0,1,4,11
3.0,70.0,2.0,0.0,471.0,3,3,11
64.0,786.0,9.0,4.375,124.0,4,9,5
1.0,309.0,3.0,4.375,1573.0,1,10,5
24.0,580.0,32.0,3.75,337.0,2,11,12
14.0,830.0,9.0,0.0,250.0,9,15,8
36.0,999.0,133.0,5.0,2343.0,8,20,4
56.0,725.0,41.0,4.375,585.0,2,11,12
8.0,115.0,4.0,3.75,126.0,1,7,0
1.0,16.0,0.0,3.75,13.0,5,12,14
14.0,353.0,6.0,3.75,715.0,2,12,12
59.0,851.0,38.0,4.375,1376.0,6,23,5
6.0,92.0,5.0,4.375,65.0,3,7,0
10.0,171.0,6.0,4.375,170.0,4,13,0
6.0,87.0,3.0,4.375,22.0,2,7,0
19.0,277.0,13.0,1.25,76.0,1,9,8
13.0,355.0,32.0,3.75,170.0,1,16,12
4.0,57.0,3.0,3.125,76.0,1,4,0
18.0,512.0,9.0,4.375,640.0,4,15,0
13.0,345.0,4.0,4.375,74.0,2,13,0
21.0,255.0,11.0,3.75,307.0,1,7,12
1.0,17.0,0.0,3.75,22.0,1,8,14
29.0,438.0,10.0,2.5,581.0,2,9,8
0.0,326.0,0.0,0.0,3.0,1,4,14
15.0,203.0,5.0,4.375,118.0,4,12,0
95.0,1435.0,19.0,4.375,1227.0,1,5,5
49.0,585.0,30.0,4.375,321.0,1,7,12
15.0,299.0,9.0,3.75,605.0,2,10,12
6.0,189.0,4.0,3.75,41.0,3,6,0
17.0,367.0,30.0,5.0,1478.0,4,14,12
27.0,568.0,10.0,4.375,265.0,5,11,0
87.0,1248.0,91.0,5.0,22932.0,7,7,4
297.0,7469.0,1114.0,3.75,6677.0,1,11,9
4.0,301.0,8.0,4.375,626.0,1,7,0
32.0,958.0,53.0,3.75,2559.0,2,10,5
5.0,206.0,2.0,3.75,75.0,9,12,0
34.0,622.0,23.0,5.0,812.0,1,7,12
49.0,748.0,28.0,3.75,1415.0,8,11,5
56.0,834.0,75.0,4.375,889.0,4,14,5
5.0,63.0,1.0,3.125,83.0,1,7,0
14.0,304.0,8.0,4.375,863.0,6,10,12
44.0,556.0,35.0,3.75,600.0,3,8,12
20.0,326.0,9.0,4.375,151.0,4,7,0
41.0,482.0,24.0,0.0,1533.0,2,8,8
113.0,1422.0,93.0,4.375,1188.0,2,12,5
34.0,676.0,28.0,3.125,705.0,5,11,8
13.0,162.0,2.0,5.0,42.0,6,15,0
34.0,513.0,47.0,3.125,136.0,2,9,12
16.0,385.0,11.0,4.375,391.0,1,12,0
